trace_id,human_majority
run_MBPP_2025-12-11T00:49:23.675982::mbpp-430,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_37,RETRIEVE_MORE
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_349,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_62,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_116,REPLAN
run_MBPP_2025-12-06T08:50:36.324654::mbpp-620,TOOL_FIX
run_GSM8K_2025-11-21T04:46:29.543781::189,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_15,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-140,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_192,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-572,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_638,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_300,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-15,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_209,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-186,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-129,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-615,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_223,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_81,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_157,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-576,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_22,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-137,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-406,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-118,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_102,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_135,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-535,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_32,TOOL_FIX
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_384,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-500,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-882,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_936,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_189,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-83,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-398,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_76,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_212,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_343,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-492,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_106,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:31:17.721477::gsm8k_2,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-363,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_101,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1066,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_303,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-936,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-259,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-702,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-584,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_63,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-77,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-152,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_349,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_331,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_280,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_814,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-277,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_126,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-337,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_187,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_75,RETRIEVE_MORE
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_450,LOCAL_REPAIR
run_BrowseComp_2025-12-15T20:38:47.779542::browsecomp_4,LOCAL_REPAIR
run_MBPP_2025-12-06T08:50:36.324654::mbpp-642,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_284,RETRY
run_MBPP_2025-12-11T00:49:23.675982::mbpp-737,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_111,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_903,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_12,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_8,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_59,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_219,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_77,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::119,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_241,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_2,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-195,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-640,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-972,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_64,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_242,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-417,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-900,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-452,TOOL_FIX
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_46,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-150,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-636,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_79,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_36,TOOL_FIX
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1233,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_421,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_195,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_12,RETRIEVE_MORE
run_GSM8K_2025-11-21T04:46:29.543781::100,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-260,REPLAN
run_MBPP_2025-12-06T08:50:36.324654::mbpp-609,TOOL_FIX
run_GSM8K_2025-11-21T04:46:29.543781::226,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-354,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1294,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-867,TOOL_FIX
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_381,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_182,RETRY
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_207,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_214,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_380,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_142,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_107,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-285,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_858,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_415,LOCAL_REPAIR
run_MBPP_2025-12-06T08:50:36.324654::mbpp-650,LOCAL_REPAIR
run_MBPP_2025-12-06T08:50:36.324654::mbpp-610,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_186,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_42,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-808,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-317,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-722,LOCAL_REPAIR
run_SealQA_2025-12-18T23:33:24.456147::sealqa_12,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_203,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_74,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_126,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-205,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_132,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-433,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_882,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_0,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_373,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_191,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-298,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-471,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-650,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-575,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-962,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_210,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_84,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_36,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_74,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-906,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_321,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-75,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_649,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-968,TOOL_FIX
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_89,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_836,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_15,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_143,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-468,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-546,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_65,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_7,RETRIEVE_MORE
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1013,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1238,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-156,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-859,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-122,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_234,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_64,RETRIEVE_MORE
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1129,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_915,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_307,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-112,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-13,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-595,REPLAN
run_MBPP_2025-12-06T08:50:36.324654::mbpp-615,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_494,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-888,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_119,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1146,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-101,TOOL_FIX
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_296,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-346,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_179,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_233,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-781,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-45,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-376,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_146,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_56,RETRIEVE_MORE
run_GSM8K_2025-11-21T04:46:29.543781::155,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-842,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_568,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1251,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_162,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_976,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-561,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-513,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-121,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-223,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-847,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_46,TOOL_FIX
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_603,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_35,TOOL_FIX
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_49,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-652,REPLAN
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_155,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_181,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-880,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_165,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_5,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_198,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-407,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-963,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-602,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-783,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_368,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-25,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_1010,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-533,LOCAL_REPAIR
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_329,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_0,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_128,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_353,LOCAL_REPAIR
run_GSM8K_2025-12-20T07:38:08.801930::gsm8k_692,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_145,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-94,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_192,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_247,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_355,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-445,LOCAL_REPAIR
run_MBPP_2025-12-11T00:49:23.675982::mbpp-145,TOOL_FIX
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_187,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-286,TOOL_FIX
run_MBPP_2025-12-11T00:49:23.675982::mbpp-660,REPLAN
run_MBPP_2025-12-11T00:49:23.675982::mbpp-960,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_236,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_105,RETRIEVE_MORE
run_MBPP_2025-12-11T00:49:23.675982::mbpp-915,REPLAN
